title,author,date,lure,link
'The Legend of Zelda: Breath of the Wild' sequel will arrive in 2022,Igor Bonifacic,06.15.2021,"As it did in 2019, Nintendo closed out its E3 2021 Direct presentation with a look at its next... ",https://search.engadget.com/click/_ylt=AwrNPhV7jO1j.WEAGlN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541179/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flegend-of-zelda-breath-of-the-wild-164912773.html/RK=2/RS=cW1IZhdfvU0.JUBF.O_lYqOf0ik-
'WarioWare: Get It Together!' slouches onto the Nintendo Switch September 10th,Andrew Tarantola,06.15.2021,"Following the 3DS success of 2018's WarioWare Gold, Nintendo executives introduced yet another... ",https://search.engadget.com/click/_ylt=AwrNPhV7jO1j.WEAHFN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541179/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fwario-ware-get-with-it-slouches-onto-the-nintendo-switch-september-10-164417412.html/RK=2/RS=r11kgGEwFjMQQbsi3VxtjEME0f4-
Switch gets 'Life is Strange: True Colors' and the remasters this year,Jessica Conditt,06.15.2021,"Life is Strange: True Colors will land on the Nintendo Switch on September 10th, and there's even... ",https://search.engadget.com/click/_ylt=AwrNPhV7jO1j.WEAHlN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541179/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flife-strange-switch-2021-true-colors-remastered-163117187.html/RK=2/RS=PbLDdiQCuHAOoOJrpHiTLAt1n9g-
'Metroid Dread' gets resurrected on the Switch this fall,Kris Naudus,06.15.2021,"Continue Samus’ story after Metroid Fusion, exploring a strange new planet alone and hunted by the... ",https://search.engadget.com/click/_ylt=AwrNPhV7jO1j.WEAIFN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541179/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-metroid-dread-release-date-163036346.html/RK=2/RS=gNbqFrDpZtOyeFbusT2277RPE_U-
'Guardians of the Galaxy' is coming to Nintendo Switch,Igor Bonifacic,06.15.2021,"When Square Enix announced Guardians of the Galaxy during its E3 showcase on Sunday, it said the... ",https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTHWl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fguardians-of-the-galaxy-nintendo-switch-162243138.html/RK=2/RS=S8qcoSaXD3TMlUunSsgcmYTlFII-
The next 'Super Smash Bros. Ultimate' fighter is Kazuya from Tekken,Kris Holt,06.15.2021,Super Smash Bros. Ultimate players didn't have to wait long to find out the identity of the next... ,https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTH2l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-smash-bros-ultimate-kazuya-tekken-161843369.html/RK=2/RS=tt9dWALLeSy6d920xkCYyZDWBo4-
Watch the Nintendo E3 showcase with us at 11:40AM ET!,Mat Smith,06.15.2021,Nintendo's E3 showcase is almost upon us. Closing out the major games presentations from this year's... ,https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTIWl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fwatch-the-nintendo-e-3-showcase-with-us-at-12-pm-et-133007302.html/RK=2/RS=2TBXgE7kRGYbOfL6ksQTevcS0Bw-
Top-down shooter 'Demon Throttle' is a physical exclusive for the Nintendo Switch,Kris Naudus,06.12.2021,"You could always find a title in an online store, even when your local GameStop was sold out or the... ",https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTI2l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fdevolver-doinksoft-demon-throttle-213216758.html/RK=2/RS=80ffYlcE1JDdtsfP5Ar9tJYa9Ts-
'Mario + Rabbids: Sparks of Hope' is coming to Switch in 2022,Kris Holt,06.12.2021,Nintendo and Ubisoft have teamed up once again for a sequel to Mario + Rabbids Kingdom Battle. The... ,https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTJWl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-rabbids-sparks-of-hope-nintendo-switch-ubisoft-2022-201632962.html/RK=2/RS=SgFDYCzKI5fS12tKKd3sPtoHNVg-
ICYMI: We take a listen to Sony’s new WF-1000XM4 earbuds,Amber Bouman,06.12.2021,"First up, we have the new WF-1000XM4 wireless earbuds from Sony, which Billy Steele says are nearly... ",https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTJ2l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ficymi-we-take-a-listen-to-the-new-sony-wf-1000xm4-earbuds-160042585.html/RK=2/RS=VgarCqIGD_9R._tHd8GUbCNJ8rA-
Now the Nintendo Switch has a $2 Notes app,Igor Bonifacic,06.11.2021,"You may not be able to download Netflix on the Nintendo Switch, but what is basically the next best... ",https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTKWl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-notes-app-221631318.html/RK=2/RS=k7A6R1eV_n_n6TohkAR14StnpW4-
'Axiom Verge 2' is coming to PlayStation 4 and 5,Igor Bonifacic,06.10.2021,"In addition to releasing on Nintendo Switch and PC via the Epic Games Store as previously announced,... ",https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTK2l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2faxiom-verge-2-playstation-195330221.html/RK=2/RS=XRas36YY0PyChAqfu49usOaRDJw-
‘Kingdom Come: Deliverance’ is the latest 'impossible' Nintendo Switch port,Aaron Souppouris,06.10.2021,"This isn’t a complete surprise: It briefly showed up on Nintendo’s site in January, although the... ",https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTLWl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fkingdom-come-deliverance-nintendo-switch-port-190038542.html/RK=2/RS=csZAkB68YHfs4r77eWNhAR4dOgI-
Nintendo's 'Game Builder Garage' taught this comp sci dropout how to make games,Kris Naudus,06.10.2021,Lots of STEM programs and products have been released to try to make the process a little bit easier... ,https://search.engadget.com/click/_ylt=Awrhbgl8jO1jFAMTL2l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-game-builder-garage-review-140010567.html/RK=2/RS=GIr17w_oIGh5kQmvXbcnXfmh_og-
'Overwatch' is finally getting crossplay support,Igor Bonifacic,06.09.2021,"Five years after its initial release, crossplay is finally coming to Overwatch. Blizzard will soon... ",https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTMAJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2foverwatch-crossplay-beta-191459026.html/RK=2/RS=GaFZ8CQCs4up9_pggxsg8zOVlWo-
The E3 Nintendo Direct will take place on June 15th,Kris Holt,06.02.2021,The company has announced its E3 Nintendo Direct will take place on June 15th at noon ET. Reports... ,https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTMgJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-e3-2021-date-time-143103328.html/RK=2/RS=LtNInVj_pXHFslT.HvZb2LfIUP4-
Nintendo is turning one of its old factories into a museum,Mariella Moon,06.02.2021,"In around three years' time, you may be able to visit a museum in Japan celebrating everything... ",https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTNAJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-museum-japan-095739941.html/RK=2/RS=yGyr7naKpx8kWpq58FKRYqjT.Rc-
'Crysis Remastered Trilogy' is coming to PC and consoles this fall,Kris Holt,06.01.2021,"A year after it released a remaster of the classic first-person shooter Crysis, Crytek is optimizing... ",https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTNgJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fcrysis-remastered-trilogy-crytek-pc-consoles-164318726.html/RK=2/RS=FW73HQQeTlR1upYC0N71rahIPqE-
‘Lego Builder’s Journey’ will hit PC and Switch on June 22nd,Kris Holt,06.01.2021,"Following other Apple Arcade games that have made the leap to additional platforms, Lego Builder’s... ",https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTOAJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flego-builders-journey-pc-nintendo-switch-release-date-154656236.html/RK=2/RS=CvE92wpum4zOty_ScbJ48.xvpXk-
Nintendo's ‘Game Builder Garage’ is a powerful and complex game creation tool,Kris Naudus,05.27.2021,"Nintendo’s upcoming $30 Game Builder Garage for Switch might actually buck the trend, in that it’s... ",https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTOgJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-game-builder-garage-130011272.html/RK=2/RS=l8Ea9UuQKEvfgl5o0mJO4NbUBng-
Nintendo's rumored OLED Switch may arrive in September,Steve Dent,05.27.2021,Nintendo's next-generation Switch could arrive in September or October in time for the holiday... ,https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTPAJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendos-rumored-oled-switch-may-arrive-in-september-084043403.html/RK=2/RS=xllWAdEGPIY5egCRYTlANNbxoa0-
'Pokémon Legends: Arceus' is coming to Switch on January 28th,Kris Holt,05.26.2021,The Pokémon Company (TPC) has revealed exactly when you'll be able to get your hands on Pokémon... ,https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTPgJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpokemon-legends-arceus-nintendo-switch-release-date-brilliant-diamond-shining-pearl-135155853.html/RK=2/RS=u01Y1.WHFtmV5u3DO3m11ayU1qA-
Valve is reportedly prototyping a Nintendo Switch-like gaming PC,Igor Bonifacic,05.25.2021,At least one prototype is said to be wider than the Nintendo Switch and features the usual... ,https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTQAJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fvalve-steampal-report-211837294.html/RK=2/RS=237TFoVKzR2SH3lc1lUcoGfEYc4-
'Spy Alarm' turns your Switch into an invisible tripwire,Kris Holt,05.25.2021,"Sabec, the studio that turned Nintendo Switch into a scientific calculator, is back at it with... ",https://search.engadget.com/click/_ylt=AwrhSsZ8jO1jZ5sTQgJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541180/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-spy-alarm-joy-con-sabec-150922558.html/RK=2/RS=_xgOpYx_.4Q.Xq0wG7OqVGxFudU-
SteelSeries' Prime mice have optical switches rated for 100 million clicks,Igor Bonifacic,05.25.2021,SteelSeries is introducing a new lineup of products designed with input from more than 100 esports... ,https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT0Ml8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsteelseries-prime-lineup-announcement-130022357.html/RK=2/RS=46KMnih2Qdi6U.gBkKEm73PCSrU-
'Ni No Kuni 2' comes to Nintendo Switch on September 17th,Jon Fingas,05.20.2021,"Bandai Namco and Level-5 have announced that the ""Prince's Edition"" of the Studio Ghibli-like action... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT0sl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fni-no-kuni-2-switch-release-date-151646265.html/RK=2/RS=MtelF1.PP4BW6ri4JycUlJYR0MU-
The 'Zelda: Skyward Sword' Switch remake locks a fast-travel feature behind an amiibo paywall,Igor Bonifacic,05.19.2021,"Alongside The Legend of Zelda: Skyward Sword HD, Nintendo will release a new $25 amiibo. Taking to... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT1Ml8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flegend-of-zelda-skyward-sword-hd-zelda-loftwing-amiibo-183316002.html/RK=2/RS=sn4E_OCHnmZ0D1cEG65Xjc.3FjM-
Nintendo Switch Online will soon offer over 100 classic games,Mariella Moon,05.19.2021,"Nintendo will soon add five more classic games to Switch Online, bringing the total number of titles... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT1sl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-online-100-classic-games-115540630.html/RK=2/RS=hgcYNBbwudHUENpSgW4qRF3eHoo-
Nintendo shows off 'Mario Golf: Super Rush' speed golf and battle royale modes,Kris Holt,05.17.2021,"Ahead of releasing Mario Golf: Super Rush next month, Nintendo has revealed a bit more about what to... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT2Ml8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-golf-super-rush-trailer-speed-golf-battle-royale-nintendo-switch-160224931.html/RK=2/RS=xHF_McPkDGO_FztWhQBP2V3ehO8-
Nintendo says almost 6 million households bought a second Switch last year,Kris Holt,05.14.2021,"Nintendo revealed in a Q&A with investors that, in the year to March 31st, around 20 percent of... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT2sl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-second-console-144551868.html/RK=2/RS=o5__2aPnnppiFckhNmHaUBIMfrw-
Nintendo's Switch Pro Controller drops back down to $59 at Amazon,Valentina Palladino,05.12.2021,"While Nintendo's Joy-Cons are suitable for casual gameplay, they can get uncomfortable to use for... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT3Ml8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-pro-controller-discount-amazon-193748183.html/RK=2/RS=OVN8_ZhY1S6PgfymGP2qzaPB4WE-
The hottest new Nintendo Switch app is... Calculator!,Devindra Hardawar,05.12.2021,"Who needs the next-generation graphics of Returnal, or the complex narrative of Nier Replicant, when... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT3sl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fcalculator-nintendo-switch-app-135510099.html/RK=2/RS=6z.cHjcJORI7cKRmOtV_QIdbcp0-
A hacker added online multiplayer to the Game Boy version of Tetris,Saqib Shah,05.12.2021,"The hack also works with the wider Game Boy family, including the Game Boy Color, Game Boy Pocket... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT4Ml8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ftetris-game-boy-multiplayer-133335169.html/RK=2/RS=dSo5uJyk7I4u6wIThLUwdW8SDtk-
LucasArts classic 'Zombies Ate My Neighbors' heads to current consoles this summer,Igor Bonifacic,05.11.2021,"With help from developer Dotemu, Lucasfilm Games will release an enhanced version of Zombies Ate My... ",https://search.engadget.com/click/_ylt=AwrhcdB9jO1joXUT4sl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541181/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fzombies-ate-my-neigbhors-ghoul-patrol-june-29-171513616.html/RK=2/RS=4mkZWXFzYLjy6Vq0gWGr6UqwqI8-
Nintendo is selling way more Switches than it predicted,Saqib Shah,05.06.2021,"Nintendo sold 4.73 million Switch consoles last quarter, almost doubling its own forecasts. The... ",https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIArXl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-is-selling-way-more-switches-than-it-predicted-083640962.html/RK=2/RS=oPzfFBDWGPs0OG6uaj443Zz7w8Y-
Nintendo's new $30 DIY game is 'Game Builder Garage',Richard Lawler,05.05.2021,"Last year Nintendo rolled the final major update for Super Mario Maker 2, but it has something else... ",https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAr3l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fgame-builder-garage-switch-033957099.html/RK=2/RS=w45wOSaQyEl0HCzhVOZ6yQ8LdAk-
'Tony Hawk's Pro Skater 1 and 2' heads to Nintendo Switch on June 25th,Igor Bonifacic,05.05.2021,"After initially coming out on Xbox One, PlayStation 4 and PC last year and then making its way to... ",https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAsXl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ftony-hawks-pro-skater-1-and-2-nintendo-switch-june-25-163239975.html/RK=2/RS=ast7SQoGVgXQD9SZoglaU.qL_l0-
'Fall Guys' is delayed indefinitely on Switch and Xbox,Kris Holt,04.30.2021,Fall Guys won't be coming to Nintendo Switch and Xbox this summer after all. Mediatonic is delaying... ,https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAs3l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ffall-guys-nintendo-switch-xbox-delay-cross-play-163553432.html/RK=2/RS=sspDwX4_G8YA8.r5rflHTdElKfM-
'Super Mario Party' update adds proper online multiplayer,Jon Fingas,04.27.2021,"Nintendo is finally making interhet multiplayer useful, though. The gaming pioneer has released an... ",https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAtXl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-party-online-nultiplayer-update-131057030.html/RK=2/RS=.QdeiM5Bnn6CziHAXxWyVTtlIUE-
Famicom Detective Club is a pair of visual novels for people new to the genre,Kris Naudus,04.27.2021,"Visual novels aren’t exactly the most popular game genre here in the United States, which is why it... ",https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAt3l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ffamicom-detective-club-preview-nintendo-switch-130002504.html/RK=2/RS=DKWn5VoX8sZuZLUoh0kmxtWo5u0-
Fujifilm and Nintendo team up on a Switch-themed Instax printer,Mariella Moon,04.22.2021,Fujifilm has launched a new Instax Mini Link smartphone printer variant with colors that may remind... ,https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAuXl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ffujifilm-nintendo-switch-themed-instax-printer-121526585.html/RK=2/RS=vZqTb0gZlED1i15TU4QtNqHDlFM-
Two formerly Japan-only 'Ace Attorney' games are finally being released in English,Andrew Tarantola,04.21.2021,"Warm up your arguing voice and limber your objection fingers, there's a new Ace Attorney game coming... ",https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAu3l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ftwo-formerly-japan-only-ace-attorney-games-are-finally-being-released-in-english-180652967.html/RK=2/RS=8f7.3jD0ORXoiH99ZO2Iisldq1I-
Lego adds a Luigi set to its Super Mario collection,Jon Fingas,04.20.2021,The not-so-subtle hints were true — Lego has unveiled a Luigi kit to join its Super Mario lineup.... ,https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAvXl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flego-luigi-starter-course-super-mario-set-130533658.html/RK=2/RS=tSk0eXrajfxSwhGr6m2zWivY0gU-
Nintendo sues Bowser for violating copyright with Switch hacks,Jon Fingas,04.17.2021,Nintendo is taking its animosity toward Bowsers (though not all Bowsers) one step further. Polygon... ,https://search.engadget.com/click/_ylt=AwrNYDF9jO1jtTIAv3l8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-bowser-lawsuit-switch-hacks-205618404.html/RK=2/RS=Qb03HUNhggRTtLU7kMllzW.G6AA-
Lego hints at an upcoming Luigi-themed set with a clever update,Igor Bonifacic,04.16.2021,"In what will likely go down as one of the most clever marketing campaigns in recent memory, Lego’s... ",https://search.engadget.com/click/_ylt=AwrEtqN.jO1jEvwSwWZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flego-super-mario-luigi-firmware-update-182847955.html/RK=2/RS=G7LAtQJoR7Rw_f85CdU5C28qDRE-
'Oxenfree II: Lost Signals' headlines a new crop of Switch indie games,Kris Holt,04.14.2021,"The ""one more thing"" Nintendo had to show off at the end of its latest Indie World Showcase was a... ",https://search.engadget.com/click/_ylt=AwrEtqN.jO1jEvwSw2Z8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2foxenfree-2-lost-signals-nintendo-switch-steam-indie-world-showcase-171749485.html/RK=2/RS=rZn3N.H84MOW9F0dXrv29kd8qtI-
Watch Nintendo's latest Indie World Showcase here at noon ET,Kris Holt,04.14.2021,A blue Switch Lite wasn't the only news Nintendo had up its sleeve this week. The company will host... ,https://search.engadget.com/click/_ylt=AwrEtqN.jO1jEvwSxWZ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-indie-world-showcase-how-to-watch-155749509.html/RK=2/RS=ptw0QipCWl6YWcXSrMKM8XB5LsM-
Nintendo’s Switch Lite will soon come in deep blue,Daniel Cooper,04.13.2021,"The new handset retains many, if not all, of the features from its predecessors, albeit draped in... ",https://search.engadget.com/click/_ylt=AwrEtqN.jO1jEvwSx2Z8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541182/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-lite-blue-color-miitopia-release-may-21st-144958166.html/RK=2/RS=IbQ8oFeiWeNf7cqH4ZPbcvpMF0g-
